Customer ID,Product ID1,Product ID2,Product ID3,Product ID4,Product ID5,Product ID6,Product ID7,ProductID8,Product ID9,Product ID10
72005,391183,391193,429493,391184,398210,410506,397230,428978,431480,315753
72740,315753,410012,431014,433665,413889,433669,330799,429285,338092,329947
73799,415592,415578,415670,415588,415613,415551,415566,415550,433663,415676
74454,371769,371762,371766,352996,371770,363826,371746,371765,352980,371753
76203,362862,246498,246513,425785,340194,425782,425786,113800,246514,410499
78074,275740,275906,231334,275903,429495,275781,275937,275789,334430,275776
78273,391184,391183,431362,391189,343491,410014,373250,426800,432750,274424
78775,427768,427760,427755,427767,427762,400168,260460,260462,122176,400172
79082,398210,431362,432760,391183,428978,387062,391193,434420,417279,391184
81900,315753,329947,329953,329955,429285,330803,431379,250106,315748,431480
82573,343491,379284,391178,431351,371766,373250,397244,391189,371769,352980
86274,430932,430948,430941,430946,430937,430945,430944,430925,430929,430933
87905,429269,343488,359676,343491,371766,371769,352990,352980,429495,371747
88654,425782,310059,246514,425785,425786,391178,246513,246498,398223,113799
89225,398210,430803,435435,430819,261494,391193,425112,398221,430821,384325
89266,426800,426817,431029,429493,429503,426816,343500,431568,429510,243745
90665,329947,358688,298402,433830,433824,201409,431554,431564,431556,431570
90719,428978,371765,428993,340194,340195,398210,398203,403353,283891,293943
91479,430802,391176,430803,391179,430823,430804,430806,391198,431376,430822
92556,391193,391178,391183,315759,352980,404967,358702,430804,410012,391176
92887,429537,431362,431539,358688,391183,338093,429532,429542,410499,428978
94143,391193,364810,337880,358685,270860,430941,305995,426800,410499,267382
94621,429473,429482,429485,429488,429499,429479,429503,429511,426800,429498
95057,391193,391183,391178,352980,391179,428971,397225,397215,391176,315759
95245,391193,343499,427479,410014,427477,430564,341904,391189,430565,330886
95524,363313,352993,352980,398198,343488,373250,428232,432750,373235,434281
96902,433816,433835,433845,330796,330803,433824,329979,420263,410371,410012
98646,429488,429473,429502,429485,429493,429499,429511,417279,429490,429474
98676,391193,391178,315759,391183,352980,404967,358702,430804,410012,352993
98705,343499,391183,434289,429791,258704,428566,428586,410507,425892,343474
98706,309011,398198,428993,428978,398218,338092,398210,371770,383295,359677
98709,428477,384293,425778,376220,384308,376234,376238,430821,376236,384315
98733,431029,431351,343491,431024,433662,352982,391178,329977,391189,225057
98741,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
98746,430932,430948,430946,430944,430935,430937,430941,430925,430945,430923
98765,391183,391193,429493,391184,398210,410506,397230,428978,431480,315753
98831,242878,391178,190192,190198,242859,275903,242881,423053,275799,329977
98845,431480,391193,431568,430941,430932,430937,430948,431042,267382,430944
98876,298390,283891,262969,398210,429739,262968,411217,357322,383513,425132
98914,391193,391183,391178,352980,391179,428971,397225,397215,391176,315759
98956,415592,415578,415588,415528,415530,415584,415613,415550,415593,415566
98991,391193,430802,391174,431355,426478,391200,397230,39939,411217,429739
98994,275514,404535,429488,275871,413878,404518,413880,242877,428256,432126
98995,429285,410014,315753,417342,359676,429269,429261,435435,329947,315759
99002,432125,404518,412821,432127,432107,432129,428250,436884,428259,432126
99009,275953,275529,275514,413880,275951,413878,242867,428993,275871,391178
99024,391193,391178,315759,391183,404967,352980,358702,430804,410012,391176
99051,242873,242864,242856,242855,243745,242857,243744,242872,242871,369026
99066,429488,429493,429503,429494,391193,429509,429479,429499,429485,415670
99108,430932,430948,430941,430935,430946,430937,430944,430945,430925,430926
99135,433645,431570,433633,403320,429198,433635,417279,432770,433670,431564
99144,391193,430802,426477,387062,426488,404967,370744,431355,432758,410499
99156,428553,428559,428556,428554,428579,428594,429999,428580,430011,430010
99211,329979,329976,384330,420259,429506,358685,330796,315753,431015,330799
99242,429503,415684,415686,415658,415592,415578,415585,433816,415692,415679
99256,431548,429503,431554,431570,431564,410506,431566,431556,431539,431567
99325,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
99359,435379,383513,435393,435425,435396,245260,426105,337583,435408,435383
99380,252871,252879,219234,252828,433643,252856,391183,252854,156592,219242
99416,252871,329947,252879,219234,252828,275513,252829,429503,397233,259706
99528,426488,434689,426491,430802,434688,404955,434680,429537,391183,404952
99556,391193,391200,343499,373239,375622,343485,428486,343479,251576,362122
99598,432760,417279,387062,391193,433665,430044,429493,417312,434420,432770
99667,315753,432107,427754,427756,427772,427771,433648,427758,427765,335624
99675,435435,435436,435379,383513,435393,426105,261494,435425,435408,435396
99694,431029,391178,369033,431014,384308,413878,410021,430830,391193,431023
99760,391183,429493,391193,391184,398210,428978,431480,410506,315753,417279
99776,343485,373250,431351,373235,429499,391194,343503,335629,432750,274424
99800,334430,334428,334427,275740,275741,334425,231334,231306,275542,242864
99823,391193,429537,415706,426488,433645,310646,391179,431556,431570,415707
99843,373235,283891,373250,262971,262969,283872,426800,404952,262966,428477
99862,243745,243744,243733,169017,315753,404967,276669,276677,242873,276676
100022,343491,428978,343477,391174,391183,169017,430410,224856,430394,430400
100024,417279,429493,432762,391184,330796,361631,156479,335624,428978,164362
100049,433856,433866,433816,415578,415592,391193,415553,433873,415566,415528
100086,426488,404967,426491,404965,426487,426485,404952,404955,431463,404968
100113,242873,242855,243745,242861,242858,315753,433652,242872,243733,242864
100192,420337,373250,391184,431351,343491,275799,431502,413881,431362,275919
100202,391183,391193,429493,391184,398210,410506,428978,397230,431480,315753
100225,433657,387062,433670,434281,433665,433669,433673,433658,434434,434284
100374,373250,435393,431502,343500,391184,403351,435435,397215,242856,242878
100396,431463,431480,420256,409566,358473,409338,430802,391193,111392,409570
100425,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
100439,431539,431555,431543,428437,418520,39939,431554,431556,298390,48211
100472,391193,391178,391183,315759,352980,404967,358702,430804,410012,391176
100480,425785,428477,343488,362122,397215,343489,373235,242858,275757,425782
100522,391178,329977,371756,335629,409338,411217,298390,428477,391179,434686
100528,426800,391183,410014,359676,391193,315753,298402,343500,384318,428978
100541,315753,432762,432741,422120,422117,422108,225057,343491,422110,422122
100545,283891,329977,156592,429503,252829,225057,435379,337785,435435,435393
100594,391183,391193,429493,391184,398210,410506,397230,428978,431480,315753
100606,427758,427772,427771,427756,427754,427765,427768,427769,427766,427773
100671,391193,391183,391178,352980,315759,404967,358702,428971,430804,428966
100705,435435,383513,435379,429739,245260,426105,435425,435393,337583,435436
100755,329947,358688,330803,329953,329977,411186,315753,330799,391183,330801
100767,429493,391183,391184,398210,417279,428978,431480,391193,315753,330796
100768,391193,391178,391183,315759,352980,404967,358702,430804,410012,391176
100799,391183,429493,391193,391184,398210,428978,410506,431480,315753,397230
100832,397230,430802,397217,422558,404971,404955,343474,426479,432762,415556
100835,337785,398210,430803,435435,430819,398221,425112,384325,430822,431325
100942,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
101025,426479,404965,426491,404952,426490,404955,431463,404967,426485,404971
101084,435393,435435,383513,435379,435427,435390,435425,435428,261494,231308
101090,391198,391183,417324,391179,315753,391193,433146,433125,375622,371746
101097,343499,373247,343474,434278,343479,343491,343501,373235,373244,371766
101101,391183,426490,426488,426487,404965,404967,426492,426491,426485,404952
101139,410499,410490,410487,410492,410502,410506,431480,434284,410497,410510
101141,391183,429493,391193,391184,398210,428978,431480,410506,417279,315753
101149,343491,422108,422118,422111,430829,422120,422122,430821,422117,431351
101177,426488,391200,436884,387061,434215,415556,410014,430802,397218,201425
101208,391193,391178,315759,391183,404967,352980,358702,430804,410012,391176
101293,432125,404518,432107,432129,428256,432104,432109,428235,432127,428250
101335,412821,404518,432125,428256,330813,384330,432129,330796,432107,428250
101361,334428,429495,275741,433856,359676,220562,429285,334426,334431,231306
101382,430802,391176,430803,430823,391179,430825,391188,430830,430804,430806
101392,417279,429493,432762,391184,361631,330796,335624,156479,428978,164362
101473,391183,432107,412821,429791,431381,410487,410499,431539,432129,358688
101504,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
101545,329947,330799,329955,433642,231322,434215,403324,429285,433665,231334
101567,428256,430823,427926,431480,431351,428250,432129,428235,430821,430830
101612,237832,220562,275538,275524,275514,242877,275532,338093,251563,275936
101639,275740,275906,275903,243745,231334,429495,275781,275937,275898,275789
101643,426491,426488,431505,433086,330813,431202,433866,428477,433856,431290
101673,397215,397233,391200,391184,429494,371770,429505,431364,431029,397225
101674,431029,429503,431014,429495,429490,429473,429483,343500,431019,429488
101698,283891,243745,391187,329977,283897,298390,357322,243733,425132,369193
101702,428052,336737,428056,429511,220504,307748,231332,434436,433658,169712
101750,373239,428472,373236,428473,428486,343501,373247,343496,434278,343486
101800,433856,430409,391183,430383,430399,430370,430410,315753,432762,430391
101804,391193,391178,391183,315759,352980,404967,358702,430804,410012,352993
101850,252871,219234,329953,252879,242873,230790,242856,243745,403351,252851
101854,429502,426800,431555,412821,429494,429483,429490,429487,431502,429503
101881,410506,259973,357322,425112,391198,428256,428250,418891,423055,432126
101896,420256,431290,410371,332642,426491,426488,335629,426478,420253,420259
101915,433665,391193,433663,431396,433670,433655,410371,275903,431405,433662
101922,432129,384330,397218,429494,432127,432107,428235,428256,397215,432109
101971,431556,431548,431543,432760,433645,431566,373235,415706,431554,343491
101993,430802,426488,371771,410014,359676,429488,343488,409550,428993,242878
102005,431029,369033,431024,430830,343491,391189,431019,431362,429495,431351
102048,243745,335629,420259,369016,425104,391200,283897,391183,430802,391187
102058,315753,413881,426478,391178,431376,413876,433856,426488,420257,432286
102063,315753,305995,420168,244912,431290,270860,332645,431238,298402,430941
102075,243745,428486,242873,243744,343488,242855,428469,242864,243733,426488
102156,391178,391183,397215,429269,430821,397233,433606,391176,430825,391173
102232,391193,391183,391178,352980,391179,428971,397215,397225,391176,315759
102270,391193,391183,391178,352980,391179,428971,397215,397225,428993,391176
102273,431548,431570,433645,429493,429473,431543,429479,431554,431562,431539
102340,383513,435435,435393,435379,431570,429739,245260,435396,435425,337583
102404,391193,391183,391178,391179,428971,352980,397215,428993,397225,391176
102471,431570,383513,358685,435435,435379,435393,435404,397230,435425,337583
102591,391198,429503,431341,415578,431365,415592,397215,415588,430821,431364
102654,391193,430802,387062,426488,426477,432758,370744,404967,431355,431463
102656,231308,231334,231322,431570,433635,231326,415706,431554,231332,231310
102668,429503,156592,252871,391198,343477,156600,219234,252829,428978,433635
102694,422560,393493,431015,403320,426479,369033,393497,431014,391174,369017
102705,426488,404967,431463,387062,391187,404958,426491,305818,335629,242872
102726,391193,343499,410014,391174,334413,422119,391189,422109,370744,48211
102794,426478,393497,429499,404971,431015,429506,426488,404970,330818,420256
102809,433856,432107,391193,436885,412821,275514,428235,432125,315753,432129
102811,330818,384330,330813,330816,329979,329947,330796,329967,329976,384325
102847,397233,371769,398220,373250,352982,363824,397225,391176,432765,371756
102849,429503,429479,429495,433643,279088,429490,428978,429474,398203,429488
102850,431014,358688,431029,330812,329947,410012,431476,358685,330799,330800
102974,391178,431029,431379,433663,431351,165397,358702,410265,429477,430564
103006,417279,429493,432762,156479,129472,164362,330796,335624,361631,417312
103034,231308,262969,231326,231306,425104,231322,262971,275741,231332,231310
103081,330803,330812,330801,329953,330799,428978,430827,252871,330826,430823
103100,431014,431029,410012,391183,429506,376234,422568,430043,376238,384293
103141,432765,431376,373250,431379,430803,397215,397233,315753,430821,397239
103160,426488,435435,435379,335629,431290,383513,435413,426491,435425,245260
103188,371770,410506,431480,430822,391173,397218,371759,410499,430804,371745
103191,426478,431556,410371,431554,432760,434680,420259,434692,431570,274444
103212,371765,391193,430821,431351,373250,433891,283872,397218,420936,262969
103248,411217,383513,370723,426105,315753,435435,335620,435428,435393,435396
103308,315753,329947,315759,429250,410014,329953,359676,330799,335624,429261
103311,415686,415684,433657,415658,415691,415679,415670,415667,415676,415678
103319,391183,410499,391178,410490,429791,410487,391193,212728,429474,410507
103394,391198,371759,397233,343488,397215,371765,431480,373250,391179,428477
103445,430819,415706,431015,387051,429488,415707,431721,430803,330818,415705
103716,410506,426488,404955,404967,404971,431480,404952,426491,391185,404965
103791,391193,391178,315759,391183,352980,404967,358702,430804,410012,352993
103810,243745,384330,420259,243733,330796,275903,243744,420263,276676,433816
103909,431355,397230,426488,412821,430802,404954,415686,397217,422558,343474
103952,384330,330796,330803,330818,329976,330799,410012,335624,335629,429506
103964,370291,352991,371770,383295,387051,352980,363826,371769,398203,275532
104030,426488,426491,404952,404955,426478,404967,404965,426479,404954,426486
104059,431463,391175,431480,391187,428993,410506,425773,404967,410499,391200
104097,243745,243733,243744,242858,242857,242861,242864,242871,242856,242872
104161,434284,410506,433663,410499,330796,434278,431548,433670,433845,410507
104165,243745,242873,243733,242855,242858,432760,243744,242857,283891,242872
104170,384325,391184,384330,431556,403320,431570,431015,422560,373250,404589
104216,275903,275768,275866,275898,275906,275782,275757,275789,275871,275741
104221,428470,343488,428472,373239,428486,343497,373236,425778,384315,391178
104235,417279,429493,432762,391184,330796,428978,361631,335624,417312,343485
104311,275903,275866,275768,275898,275871,275906,275757,275941,275789,275767
104364,433665,433663,433657,433669,434436,433670,429511,433658,433673,431029
104437,431029,429494,429487,429493,429479,429488,429485,429495,429473,429511
104471,426488,426479,404965,431556,426486,429537,404952,330818,404971,404955
104505,404952,391183,426488,428056,427038,426491,427621,404967,404955,427096
104734,429493,391183,391184,398210,417279,428978,431480,330796,315753,410506
104813,428993,343500,428971,429493,426800,404589,429502,428976,426816,431463
104871,243745,343500,429493,391193,358685,426821,426817,422561,359676,242873
104891,370758,430802,370736,387062,332642,275789,384318,275926,431226,434215
104899,231334,231322,231332,231326,231306,275542,231310,231319,231308,275741
104971,435435,435379,435393,383513,426105,435436,435396,435425,337575,245260
104980,371769,371756,371762,397233,371765,371759,371761,433606,371766,373250
104984,410506,343491,426800,429495,343488,373235,343503,426797,429473,371765
104998,384330,243745,358685,315753,329979,420263,420259,431015,243733,369026
105049,427772,427758,427771,427756,427754,427769,427773,427759,427760,427770
105055,391183,391193,429493,391184,398210,410506,397230,431480,428978,315753
105062,415706,243745,275799,406482,431548,415707,415705,418892,275926,420337
105065,431015,429505,433633,403320,429488,429479,429474,315753,429509,429198
105072,329977,330818,329979,330813,384330,330796,330816,329976,330803,330826
105078,432750,391183,343491,371771,432747,391187,432759,432762,340194,428971
105209,435435,429488,435379,428477,425778,435425,384308,376238,245260,432750
105211,431014,384308,343474,242878,413878,413881,429506,404518,431029,373247
105227,391183,391193,429493,391184,398210,410506,397230,315753,397215,431480
105268,426488,426485,428993,404967,434680,428473,426491,404965,426486,426478
105280,315753,429285,431364,429261,330799,329947,431366,431383,431341,431365
105290,429488,429493,429485,429503,429482,429474,429494,429498,343500,429479
105312,433856,330813,330796,432107,412821,397215,428256,428235,428259,432125
105343,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
105377,391193,391174,343499,391183,315759,435393,429488,435379,435396,428966
105387,391193,435435,435379,435375,352993,315759,383513,245260,126167,435393
105454,397215,330796,391178,391198,433146,391191,430804,428966,417342,422111
105496,391183,429493,391184,391193,398210,428978,431480,417279,315753,410506
105572,359676,410014,315753,429285,315759,335624,410012,330799,369026,429269
105578,433856,432107,436182,436203,436261,436251,428056,436204,434027,436262
105609,329947,384330,429285,434215,429250,315763,411217,298402,330799,409930
105610,429488,429494,429493,429482,429473,429503,429505,429499,429479,429511
105696,410371,231334,370744,231322,370758,433816,384308,431548,231306,387045
105702,428478,343485,391193,428472,343488,417334,391199,343497,432765,373250
105705,428993,426800,343500,428971,426797,429493,384318,428966,429502,426816
105724,329979,384330,429506,329976,420259,330796,431015,358685,315753,330799
105730,283891,391193,429739,283897,262969,298390,329977,369193,262971,307746
105732,426800,428993,428971,428966,426797,343500,431463,404589,428976,428983
105796,330799,315759,330812,329976,330796,429506,330818,329957,329953,329979
105808,431570,429493,387062,431548,433645,431568,429320,433642,433824,433816
105832,315753,429285,429250,429252,329947,391193,329953,298402,431362,329977
105837,417342,430821,430802,417334,417324,417320,435794,417325,417344,434436
105854,425104,410499,429493,410490,315759,434436,431238,429511,429510,428061
105910,371769,371766,373235,371762,387051,352980,371753,352990,373250,343477
106107,359676,410014,391178,433146,315753,298402,329977,315759,409338,343488
106126,231334,429482,429488,429473,429503,429485,275740,275741,429495,231306
106176,343500,428993,428971,404589,429495,428976,429502,426800,429483,429490
106188,431029,369033,431019,431014,391174,397215,431020,326157,431026,369043
106193,431376,433652,433642,428587,428568,428567,428586,433648,417279,428556
106231,426488,404955,404965,426491,426490,404951,404971,404967,426485,426487
106266,410499,410487,410507,410506,410492,410502,429493,410512,410501,436884
106293,391193,432750,391183,391194,274424,391178,343491,391184,410014,431381
106304,431015,369023,391183,430821,369026,431539,432750,420256,420259,433658
106347,391183,373250,391184,431362,371770,373235,397215,343491,391194,371769
106359,410499,410490,329947,329977,315753,410487,410507,410506,370758,335629
106421,391193,329979,384330,330818,315759,329977,329976,330803,329967,330796
106521,231334,231322,429488,231310,231326,429503,231319,231308,231306,429482
106534,391193,391183,391178,391179,428971,397215,352980,428993,397225,343500
106541,391174,415578,415588,415592,430394,415530,415528,387051,435393,435428
106582,373250,343477,397215,343485,343503,373235,391193,391178,430829,343478
106590,429511,358688,426488,431502,429505,428056,428437,429509,417280,431556
106630,432750,274424,417342,391194,391178,432741,391183,410014,343477,397244
106664,315753,434215,410012,329947,358688,329979,330799,315759,375622,411217
106706,397230,397215,397233,391183,391174,373250,391199,428477,397225,433635
106767,426800,429493,426817,243745,426816,262971,429510,242878,428971,431029
106802,415706,415707,415705,415708,415700,415694,415697,415702,310646,431721
106846,417279,429493,391184,432762,330796,428978,335624,361631,417312,431480
106996,315753,420256,391178,431290,391187,359676,305995,429495,270860,412008
107015,426488,426491,434680,391183,430802,404952,404955,330796,431505,429537
107031,343488,343491,373235,428477,343485,343500,373250,373239,343503,371765
107034,426488,426479,430564,430565,432760,430532,430590,430585,430588,430533
107035,435435,435393,435379,383513,245260,337583,433086,426488,435396,435425
107044,315753,429495,330796,420263,430821,246514,425782,246497,371745,425788
107182,431570,418520,433645,415706,431548,431543,431721,431556,431566,433633
107217,329947,358688,429285,410014,358685,298402,315759,359676,384330,329977
107253,242858,242873,243745,242855,242857,343488,242864,242856,243733,369026
107283,391183,391193,429493,391184,398210,410506,397230,431480,428978,315753
107340,433657,415686,429503,415684,415658,415679,415692,415670,415681,415667
107383,426488,426491,404965,404955,404951,426490,404971,404967,426485,426479
107417,391178,433146,410014,315753,359676,329977,409338,298402,417342,434686
107555,275903,275768,275906,275866,275898,275757,275782,275926,275741,275941
107557,330813,329977,330803,330818,391178,329976,330796,391183,315731,329947
107563,417279,429493,432762,391184,156479,361631,164362,129472,335624,330796
107616,391183,391193,391179,391187,315759,410014,391198,431379,358702,410265
107653,417279,429493,432762,391184,330796,361631,335624,156479,428978,129472
107684,315753,391178,410014,411217,315759,359676,429285,329947,315748,329955
107685,431539,431570,431554,429791,418520,431543,431556,431721,431548,431555
107708,426491,426488,431505,433086,330813,431202,433866,428477,433856,431290
107713,417279,429493,432762,391184,361631,330796,156479,335624,164362,129472
107753,410506,343491,426800,429495,343488,373235,426797,371765,343503,428983
107758,431029,190192,413880,431015,369033,413889,369043,413876,429487,431009
107916,343499,428971,343491,343496,373247,428983,434278,410014,432750,343479
107956,231334,330796,231332,415705,415706,231326,415707,433816,421253,231310
108064,429327,433816,431548,429495,410371,350065,431568,429493,231334,431570
108071,431548,431570,431554,431539,431556,431568,431566,431543,431564,431567
108176,433816,434281,434284,410497,410506,431564,330796,429604,433663,434278
108185,398221,426797,330813,330796,315753,428486,343499,330816,428976,429502
108340,391193,391183,391178,352980,391179,428971,397215,397225,391176,315759
108457,410499,434284,410506,410490,410507,434281,410487,431362,410492,431480
108486,231334,429495,231310,231322,231306,275741,231326,275740,431570,231332
108608,430803,391193,398198,430806,431379,435375,330803,430830,250106,430819
108637,429499,330803,410012,329976,429482,429473,330799,330796,343474,429488
108689,420257,432760,410371,429495,431376,413881,426797,404589,426478,330796
108888,428966,343500,428993,410506,428971,398203,429510,373239,426800,391178
109085,376234,384293,376220,376238,425778,428477,391193,384308,376236,315753
109087,427758,427756,427772,427771,427754,427769,427755,427765,431019,427760
109222,431556,431548,431543,433645,431554,431566,433633,431564,431562,433632
109247,391183,429493,391193,391184,398210,410506,428978,431480,315753,397230
109278,426800,431554,431548,431568,430802,329947,358685,433658,431546,358688
109302,422113,370291,283882,371769,352991,371770,422108,433856,71534,435379
109305,369033,431018,275871,433635,275903,431019,431015,275529,431029,413123
109438,275524,275871,275903,330818,275768,275514,275529,275757,275764,220562
109462,343485,428472,343488,343499,343503,373236,428477,343491,343497,343501
109606,243745,391187,243733,391178,436266,283891,371756,398203,336568,427758
109642,343491,373250,343500,343488,371765,343503,343477,343484,373247,352990
109690,410499,410507,410490,410492,431480,410502,391183,410510,410512,431461
109749,391193,430803,430802,391187,387051,429509,397230,430827,429488,429505
109830,410499,431548,431566,431400,391178,431570,410506,433632,431405,431557
109925,428477,283897,425759,428056,425773,369193,376220,404971,391187,425132
109966,428056,391183,433815,428059,404952,427096,427038,428062,358702,428477
110035,220562,275532,275524,275538,334425,275764,371769,275513,370736,275768
110042,384330,329979,415686,404971,420259,420170,358685,364810,415681,415692
110098,431570,431554,358688,431564,426800,329947,431539,431543,431548,373250
110130,275741,275906,391178,275740,243745,275937,275776,275781,315759,275789
110154,403351,433606,417343,321124,397244,429495,397215,410408,428546,432765
110174,391179,391173,397230,384330,397233,371759,371756,391185,410506,371745
110190,231334,231308,431548,231322,231319,431554,231306,431556,231326,231310
110223,391183,429493,391193,391184,398210,410506,428978,431480,315753,397230
110248,391193,252871,219234,252829,156592,252856,252828,252854,397230,219242
110340,391183,429493,391193,391184,398210,410506,428978,431480,315753,397230
110569,252871,252879,252829,219234,252828,259706,329947,156592,329953,252856
110595,435435,435379,430022,410371,435375,245260,433645,433086,383513,391193
110646,426488,426485,404965,426478,404971,404967,426492,426479,434680,426491
110741,428256,432125,412821,404535,432129,428250,432127,432107,428235,343474
110755,429488,429493,429485,429503,429482,429505,429499,429511,429479,429487
110758,427758,427756,427771,427772,427754,427769,427765,427768,427766,427773
110807,391178,397215,391193,391174,391191,430804,391198,330796,397230,433125
110813,420263,329979,329976,427541,330799,420259,231308,429506,427542,315753
110861,429493,426800,429503,429482,429474,428971,426817,391193,426816,429488
110913,391183,391178,397230,433662,391193,397233,431366,432759,432765,391199
110926,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
110954,309011,387062,398218,431355,231334,433658,398198,231322,432760,231326
111088,431029,429503,431019,431364,369033,423053,429495,431030,242865,397230
111121,429488,429505,429494,429482,429485,429493,429511,429501,410014,429474
111209,428256,432129,428250,412821,432126,432125,432127,404518,428232,432107
111226,391193,391183,391178,352980,315759,358702,404967,430804,397225,428971
111237,417279,429493,432762,391184,330796,361631,428978,335624,156479,129472
111256,426478,429495,420256,420266,426488,393497,429479,404971,404965,431290
111265,430932,430948,430944,430946,430937,430925,430941,430945,430935,430933
111266,398198,428472,373235,343491,352993,373236,373244,373219,428470,428486
111267,417279,429493,432762,391184,330796,361631,156479,335624,164362,129472
111296,391183,435428,315753,261494,410265,431821,429739,435436,432762,431836
111306,426488,404952,404951,404965,404955,426491,426494,330818,426479,426490
111332,431554,431570,431539,431568,431566,431564,431557,431543,431556,387062
111376,391193,391183,391178,352980,391179,428971,397215,397225,391176,428993
111386,340194,429488,340195,246513,425785,246498,161629,429485,315753,310059
111438,391193,391178,391183,315759,352980,404967,358702,430804,410012,391176
111473,330796,330818,329977,329976,384330,330816,335629,330803,329967,384325
111529,330818,330796,330816,426797,429502,384325,384330,391176,330813,329967
111583,430932,430948,430925,430937,430935,430944,430946,430941,430945,430923
111611,373239,428486,343488,343499,428472,428477,428473,343497,373244,428470
111648,330813,330796,330818,435393,433856,337575,391183,435379,435435,422833
111673,243745,242873,243733,243744,242857,242864,242872,242855,242871,384325
111846,431502,334428,242871,242864,242856,435396,358688,334472,237865,422109
111850,275903,275866,275768,275782,275871,275926,275757,275789,275532,275898
111924,426488,404955,404965,426491,404951,426479,404971,426478,426490,426485
111929,391178,415706,415707,391179,330816,315753,415705,429487,434686,431015
111968,429473,429485,429493,429494,429487,429482,429511,429479,429505,429474
112076,429495,426478,391193,410506,420266,426488,429479,404967,330800,420256
112105,430821,417334,431376,432765,434281,417342,330818,413881,432745,343499
112155,391183,391193,391187,391179,315759,410014,358702,410265,428965,431379
112218,428477,428470,343499,237832,428472,343488,428486,373236,432750,428473
112224,275514,275529,275871,237832,275522,275953,242867,413880,275516,275903
112242,384330,432129,432125,329976,330796,358685,432107,330818,329967,420263
112244,391183,429493,391193,391184,398210,428978,431480,410506,417279,315753
112424,387051,430821,430823,430822,430819,429488,430806,431351,430826,391200
112445,431555,428437,431556,431570,431564,397218,426488,426478,432278,429506
112459,431463,410499,428978,410506,391173,431461,410492,410487,410507,391179
112520,430821,391193,330818,391179,430802,433146,371745,417334,391178,422560
112542,391193,329977,417334,417324,383293,432765,431376,431343,397230,417320
112599,384330,384325,431020,403320,429479,430819,315753,429474,403286,420260
112655,417279,429493,432762,330796,156479,335624,164362,129472,391184,361631
112657,391193,427621,431570,431414,433645,428976,397230,298390,404952,427096
112678,433856,275802,429495,242876,334425,393497,321124,403351,334427,334428
112690,275871,275514,275529,275903,275522,275524,275516,237832,242877,242867
112710,413881,243728,242859,242877,275903,242881,428971,190198,243745,243723
112711,428477,428470,431029,397230,231334,431014,275740,415706,429503,415707
112820,383293,410371,387045,428995,363824,371769,371766,431564,398221,429502
112878,428978,431570,431326,429327,387062,391193,431556,433635,431548,431562
112880,431351,289682,384330,420337,410012,411217,404967,433816,298390,420336
112902,415592,415578,415588,415530,415550,415566,415584,415593,415607,415551
112978,403320,431570,433665,431539,433645,433633,431715,433642,429198,391176
112979,429488,429509,429494,429485,429511,330796,429482,429487,429503,430819
112984,243745,242873,243744,276669,242861,242857,242855,225103,242858,242856
112997,436261,436203,436266,436182,436251,436183,436262,428477,436268,436204
113111,391193,391183,391178,352980,391179,428971,397225,397215,391176,315759
113174,429488,431463,429503,433663,433669,429473,434436,429493,429494,434284
113176,428966,428971,275903,428983,343500,397225,428993,428965,429493,225103
113199,391183,391193,429493,391184,398210,410506,397230,315753,431480,428978
113206,431480,398203,428993,398210,330796,428971,417279,370723,387062,430802
113208,404967,426490,426488,426491,426487,404965,426485,428486,391193,426492
113217,391184,391193,397215,373250,391194,431382,431357,358688,391189,426800
113228,397230,431355,397215,432758,432759,432747,391200,391187,397233,429285
113232,384330,329977,329979,330813,431015,330816,391193,330818,404589,330796
113261,431029,369033,431014,410012,391200,413889,242873,431019,397241,431020
113479,415706,431376,275799,433642,415707,415705,335629,315753,371771,415708
113487,426488,430948,430932,430944,422561,430923,430935,404968,430946,430945
113506,431556,431548,431554,431566,431539,433645,431564,431567,431568,431562
113531,434281,431029,434284,434136,431014,431564,410497,429503,428472,410506
113603,252871,252829,252879,219234,252828,252854,252856,219242,156592,252830
113653,429493,391183,391184,398210,417279,428978,431480,391193,315753,330796
113654,422840,415592,415578,430821,415556,430804,415553,433657,436261,415550
114026,433673,391178,433665,431030,243745,410506,275741,343500,431014,433653
114056,431463,410499,428978,410506,391173,431461,410492,410487,410507,391179
114069,429493,391183,391184,398210,391193,428978,417279,431480,315753,330796
114085,431570,433645,433633,429479,431566,431548,403320,431564,429198,433635
114106,426488,426485,404965,426478,431015,404971,426492,426479,426491,404967
114118,430932,430948,430935,430937,430944,430946,430925,430941,430945,430933
114123,417279,429493,391184,428978,432762,330796,431480,343485,373239,417312
114129,429503,429493,429485,429482,429499,429488,429494,429473,315759,391193
114158,391193,398198,433645,415707,330803,430819,415706,383295,250106,415694
114171,430803,430802,430821,430827,387051,430823,430819,431376,391193,391188
114175,315753,383293,231334,334425,410371,298402,231310,231306,391174,231322
114243,404967,426488,404971,404952,404955,410506,426491,404965,426478,430945
